Link,Cover,Title,Short Title,Chinese Title,Status,Author,Genre,Tags
https://www.mtlnovel.com/pirates-bleach-vice-captain/,https://www.mtlnovel.net/uploads/2022/01/pirates-of-death-vice-captain-180x240.jpg.webp,Pirates: Bleach Vice-Captain,PBVC,海贼之死神副船长,Ongoing,The sailor goes south,Fan-Fiction,"Action, Adventure, Fanfiction, Late Romance, Male Protagonist, One Piece, Soul Power, Sword Wielder, System, System Administrator, World Travel"
https://www.mtlnovel.com/alliance-god-level-summoner/,https://www.mtlnovel.net/uploads/2022/01/alliance-god-level-summoner-180x240.jpg.webp,Alliance God-level Summoner,AGS,联盟神级召唤师,Ongoing,hidden werewolf,"Fantasy, Xuanhuan","Academy, Beast, Calm Protagonist, Evolution, Fan-fiction, Fast Cultivation, Game Elements, Late Romance, Level System, Male Lead, Monster, Monster Tamer, Pet, Pets, Poor to Rich, Romantic Subplot"
https://www.mtlnovel.com/the-wizard-of-winterhold-in-marvel-universe/,https://www.mtlnovel.net/uploads/2022/01/the-wizard-of-winterhold-in-marvel-universe-180x240.jpg.webp,The Wizard of Winterhold In Marvel Universe,TWWIMU,漫威世界里的冬堡法师,Ongoing,Easy to live,"Fan-Fiction, Sci-fi","Elemental Magic, Fan-fiction, Fanfiction, Fantasy, Game Elements, Magic, Male Protagonist, Marvel, Marvel Universe, Righteous Protagonist, team"
https://www.mtlnovel.com/reborn-just-to-be-a-big-shot-family-freeloader/,https://www.mtlnovel.net/uploads/2022/01/after-i-was-reborn-i-became-a-lever-in-the-world-of-fighting-fathers-180x240.jpg.webp,Reborn Just To Be a Big Shot Family Freeloader,RTBBSFF,重生后我成了拼爹界杠把子,Ongoing,Guo is afraid of fat,Romance,"Ancient Times, Comedic Undertone, Cultivation, Doctors, Easy Going Life, Familial Love, Family, Fantasy World, Female Protagonist, Genius Protagonist, Immortals, Jack of All Trades, Magical Space, Martial arts, Multiple POV, Multiple Reincarnated Individuals, Mysterious Family Background, Poor to Rich, Previous Life Talent"
https://www.mtlnovel.com/fire-game/,https://www.mtlnovel.net/uploads/2022/01/Fire-Game-180x240.jpg.webp,Fire Game,FG,薪火游戏,Ongoing,Li Jiafu,"Horror, Mystery","Calm Protagonist, Game, horror, Male Protagonist, Mystery"
https://www.mtlnovel.com/cultivation-is-like-this/,https://www.mtlnovel.net/uploads/2022/01/xiuxian-is-like-this-180x240.jpg.webp,Cultivation Is Like This,CILT,修仙就是这样子的,Ongoing,Phoenix mocking,"Action, Adventure, Fantasy, Martial Arts, Xianxia","Game Elements, Harem, Level System, Male Protagonist, Money Grubber, Narcissistic Protagonist, Shameless Protagonist, Transported into a Game World"
https://www.mtlnovel.com/a-certain-marvel-super-player/,https://www.mtlnovel.net/uploads/2022/01/super-player-of-a-certain-american-comic-180x240.jpg.webp,A Certain Marvel Super Player,CMSP,某美漫的超级玩家,Ongoing,Milligram,"Action, Fan-Fiction, Sci-fi","Action, Aliens, Antihero Protagonist, Artifacts, Artificial Intelligence, Assassins, beautiful heroine, Calm Protagonist, Charismatic Protagonist, Cheats, Clones, Crime, Criminals, Cruel Characters, Demons, Detectives, Devoted Love Interests, Discrimination, Early Romance, Evil Gods, Evil Organizations, Exorcism, Fan-fiction, Fanfiction, Firearms, First-time Intercourse, God Protagonist, Godly Powers, Gods, Handsome Male Lead, Hell, Hiding True Identity, Magic, Male Protagonist, Marvel, Marvel Universe, Military, Modern Day, Movies, Multiple Identities, Mysterious Past, Parallel Worlds, Past Plays a Big Role Protagonist, Police, Power Couple, Racism, Religions, Ruthless Protagonist, Secret Identity, Secret Organizations, System, Vampires, Witches"
https://www.mtlnovel.com/the-almighty-is-in-the-headlines-again/,https://www.mtlnovel.net/uploads/2022/01/the-almighty-is-in-the-headlines-again-180x240.jpg.webp,The Almighty is In the Headlines Again,TAIHA,全能大佬又上头条了,Ongoing,meow meow meow,Romance,"Betrayal, Confident Protagonist, Family Conflict, Female Protagonist, Genius Protagonist, Hidden Identities, Identity Crisis, Multiple Identities, Past Plays a Big Role, Secret Identity"
https://www.mtlnovel.com/welcome-back-to-the-world-game/,https://www.mtlnovel.net/uploads/2022/01/welcome-back-to-the-world-game-180x240.jpg.webp,Welcome Back To the World Game,WBTWG,欢迎回档世界游戏,Ongoing,Feng Yao doesn't get enough sleep,"Fantasy, Game","Death, Game Elements, Level System, Male Protagonist, Mythical Beasts, Online Game, Ruthless Protagonist, Survival Game, System"
https://www.mtlnovel.com/deconstruction-is-weird/,https://www.mtlnovel.net/uploads/2022/01/deconstruction-is-weird-180x240.jpg.webp,Deconstruction is Weird,DW,解构诡异,Ongoing,lazy show someone,"Fantasy, Horror, Mystery, Sci-fi, Supernatural","Artificial Intelligence, Biochip, Calm Protagonist, Cheats, Demons, Detective, Genetic Modifications, Ghosts, Gunfighters, Male Protagonist, Martial arts, Mystery Solving, Weak to Strong"
