Link,Cover,Title,Short Title,Chinese Title,Status,Author,Genre,Tags
https://www.mtlnovel.com/son-in-law-dan-zun/,https://www.mtlnovel.net/uploads/2021/08/Son-in-law-Dan-Zun-180x240.jpg.webp,Son-in-law Dan Zun,SILDZ,赘婿丹尊,Ongoing,Luo Wuchen,"Fantasy, Xuanhuan","Alchemy, Betrayal, Cultivation, Harem, Male Protagonist, Unique Cultivation Technique"
https://www.mtlnovel.com/pirate-of-darkness/,https://www.mtlnovel.net/uploads/2021/08/pirate-of-darkness-180x240.jpg.webp,Pirate of Darkness,POD,海贼之黑暗主宰,Ongoing,Takiyazawa,"Fan-Fiction, Fantasy, Xuanhuan","Army Building, Childcare, Cruel Characters, Fan-fiction, Late Romance, Male Protagonist, One Piece, Pirates, Pregnancy, Reincarnated in Another World, Superpowers, Wars, Weak to Strong"
https://www.mtlnovel.com/the-journey-starts-from-the-fairy-tail/,https://www.mtlnovel.net/uploads/2021/08/The-Journey-Starts-From-the-Fairy-Tail-180x240.jpg.webp,The Journey Starts From the Fairy Tail,TJSFFT,穿越从妖精的尾巴开始,Ongoing,smile,Fan-Fiction,"Anti-social Protagonist, Cheat, Dragon Slayers, Evil Protagonist, Fairies, Fan-fiction, Handsome Male Lead, Harem, Harem-seeking Protagonist, Magic, Male Protagonist, Naive Protagonist, Naruto, OP MC, System, Weak to Strong"
https://www.mtlnovel.com/entertainment-the-start-was-signed-by-boss-yang/,https://www.mtlnovel.net/uploads/2021/07/Entertainment-The-start-was-signed-by-Boss-Yang-180x240.jpg.webp,Entertainment: The Start was Signed by Boss Yang,TSSBY,娱乐：开局被杨老板签约,Ongoing,Go wash the dates,Urban Life,"Beautiful Female Lead, Celebrities, Dense Protagonist, Entertainment, Famous Protagonist, Handsome Male Lead, Harem, Jack of All Trades, Male Protagonist, Polygamy, R-18, Racism, Showbiz, Singers, System"
https://www.mtlnovel.com/mysterious-recovery/,https://www.mtlnovel.net/uploads/2021/07/mysterious-recovery-180x240.jpg.webp,Mysterious Recovery,MR,神秘复苏,Ongoing,Laying flowers in front of the Buddha,"Fantasy, Xianxia","Ghosts, Harem, Poor to Rich, Weak to Strong"
https://www.mtlnovel.com/ember-gun/,https://www.mtlnovel.net/uploads/2021/08/ember-gun-180x240.jpg.webp,Ember Gun,EG,余烬之铳,Ongoing,Andlao,"Fantasy, Xuanhuan","Calm Protagonist, Clever Protagonist, Cunning Protagonist, Dark Fantasy, Demons, Detectives, Gods, Human Experimentation, Industrialization, Male Protagonist, Mystery Solving, Nationalism, Nobles, Religous Organization, Secret Organizations, Victorian Era"
https://www.mtlnovel.com/harry-potters-strongest-senior/,https://www.mtlnovel.net/uploads/2021/08/harry-potter-s-strongest-senior-180x240.jpg.webp,Harry Potter’s Strongest Senior,HPSS,哈利波特之最强学长,Ongoing,Chen Fa's formula,"Fan-Fiction, Fantasy, Xuanhuan","Genius Protagonist, Hard-Working Protagonist, Harry Potter, Incest, Magic, Orphans, Poor Protagonist, Protagonist Strong from the Start, Transmigration, Wizard"
https://www.mtlnovel.com/passersby-through-the-cannon-fodder-of-the-end-times/,https://www.mtlnovel.net/uploads/2021/07/Passersby-Through-the-Cannon-Fodder-of-the-End-Times-180x240.jpg.webp,Passersby Through the Cannon Fodder of the End Times,PTCFET,穿越末世之炮灰转路人,Ongoing,Lost Rose,"Romance, Sci-fi, Supernatural","Amnesia, Apocalypse, Beautiful Female Lead, Black Belly, Cultivation, Devoted Love Interests, Doting Love Interests, Female Protagonist, Handsome Male Lead, Magical Space, Overpowered Protagonist, Power Couple, Rebirth, Schemes And Conspiracies, Space, Transmigration, Zombie"
https://www.mtlnovel.com/naruto-the-strong-system/,https://www.mtlnovel.net/uploads/2021/07/Naruto-The-Strong-System.jpg.webp,Naruto: The Strong System (Naruto Power System),NTSS,火影之强者系统 / Naruto Power System,Ongoing,The Cat Who Wants to Be a Baker,"Action, Adventure, Fan-Fiction, Fantasy","Antihero Protagonist, Early Romance, Fan-fiction, Fanfiction, Naruto, Ninjas, System, System Administrator, Transmigration, Weak to Strong, Younger Brothers"
https://www.mtlnovel.com/machine-lion-roar/,https://www.mtlnovel.net/uploads/2021/08/machine-lion-roar-180x240.jpg.webp,Machine Lion Roar,MLR,机狮咆哮,Ongoing,Five pairs of wheels,Fan-Fiction,"Action, Fantasy, Late Romance, Mecha, Smart Couple"
