Link,Cover,Title,Short Title,Chinese Title,Status,Author,Genre,Tags
https://www.mtlnovel.com/the-female-partner-is-the-most-beautiful-but-the-male-lead-is-not-worthy/,https://www.mtlnovel.net/uploads/2022/02/the-female-partner-is-the-most-beautiful-but-the-male-lead-is-not-worthy-quick-wear-180x240.jpg.webp,"The Female Partner is the Most Beautiful, But the Male Lead is Not Worthy",TFPMBBMLNWW,女配最美，男主不配[快穿],Completed,five mushrooms,Romance,"Female Protagonist, System Administrator, Transmigration, World Hopping"
https://www.mtlnovel.com/get-stronger-by-being-beaten/,https://www.mtlnovel.net/uploads/2022/02/get-stronger-by-being-beaten-180x240.jpg.webp,Get Stronger By Being Beaten,GSBBB,被揍就能变强,Completed,Xinfeng,"Fantasy, Xuanhuan","Cheats, Cultivation, Demonic Cultivation Technique, Enemies Become Allies, Male Protagonist, Masochistic Characters, Misunderstandings, Overpowered Protagonist, Protagonist Strong from the Start, Ruthless Protagonist"
https://www.mtlnovel.com/i-made-300000-a-year-in-ancient-times/,https://www.mtlnovel.net/uploads/2022/02/i-made-300000-a-year-in-ancient-times-180x240.jpg.webp,I Made 300000 a Year in Ancient Times,IM3YIAT,我在古代年入三十万,Completed,Phantom Swallow,"Romance, Slice of Life, Yaoi","Adopted Children, Ancient China, Childcare, Cute Children, Farming, Kind Love Interests, Love Interest Falls in Love First, Mpreg, Poor to Rich, Seme Protagonist, Teachers, Transmigration, Transported to Another World"
https://www.mtlnovel.com/i-got-an-a-but-you-got-an-o-female-a-male-o/,https://www.mtlnovel.net/uploads/2022/02/i-got-an-a-but-you-got-an-o-female-a-male-o-180x240.jpg.webp,"I Got An A, But You Got An O [Female a Male O]",IGAABYGAOMO,我A了，你却O了[女A男O],Completed,draw a circle,"Action, Military, Romance, Sci-fi","Academy, Aliens, Aristocracy, Army, Campus Love, Childhood Sweethearts, Clever Protagonist, Confident Protagonist, Cute Protagonist, Doting Love Interests, Female Protagonist, Futuristic Setting, Military, Mpreg, Omegaverse, Royalty, Schemes And Conspiracies, Spaceship, Strong to Stronger, Underestimated Protagonist, Weak to Strong"
https://www.mtlnovel.com/otherworld-management-manual/,https://www.mtlnovel.net/uploads/2022/01/alien-management-manual-180x240.jpg.webp,Otherworld Management Manual,OMM,异界经营手册,Completed,laughing mountain ghost,Sci-fi,"Another World, Army Building, Cheats, Cowardly Protagonist, Dense Protagonist, Dragons, Early Romance, Elves, Fantasy World, Gate to Another World, Harem, Harem-seeking Protagonist, Inferiority Complex, Infrastructure, Kingdom Building, Kingdoms, Knights, Loyal Subordinates, Male Protagonist, Management, Modern Knowledge, Naive Protagonist, Nobles, Orc, Polygamy, Poor to Rich, Sexual Abuse, Slaves, Technological Gap, Transmigration, Western Fantasy, Wizards"
https://www.mtlnovel.com/cowardly-stepmother-dressed-as-the-hero/,https://www.mtlnovel.net/uploads/2022/01/cowardly-stepmother-dressed-as-the-hero-180x240.jpg.webp,Cowardly Stepmother Dressed As the Hero,CSDAH,穿成男主的懦弱继母,Completed,Cloud seekers do not meet,Romance,"Ancient China, Childcare, Infrastructure, Love and Marriage, Magical Space, Transmigration"
https://www.mtlnovel.com/the-magnates-six-year-old-niece/,https://www.mtlnovel.net/uploads/2022/01/the-magnate-s-six-year-old-niece-180x240.jpg.webp,The Magnate’s Six-year-Old Niece,MSYON,豪门大佬的六岁小侄女,Completed,凤不羁,"Action, Adventure, Comedy, Drama, Fantasy, Martial Arts, Mature, Mystery, Romance, School Life","Alternate World, Apocalypse, Artifacts, Caring Protagonist, Character Growth, Charismatic Protagonist, Child Protagonist, Cultivation, Cute Protagonist, Daoism, Doting Love Interests, Doting Older Siblings, Famous Parents, Female Protagonist, Friendship, Handsome Male Lead, Post-apocalyptic, Protagonist Strong from the Start, Wealthy Characters"
https://www.mtlnovel.com/eighth-crown/,https://www.mtlnovel.net/uploads/2022/01/eighth-crown.jpg.webp,Eighth Crown,EC,第八冠位,Completed,like sunshine,"Action, Adventure, Fantasy, Martial Arts, Supernatural","Cold Protagonist, eye power, Fan-fiction, Fanfiction, Harem, Polygamy, Romantic Subplot, Weak to Strong, World Hopping"
https://www.mtlnovel.com/accidentally-married-a-man-full-of-vinegar/,https://www.mtlnovel.net/uploads/2022/01/accidentally-married-a-man-full-of-vinegar-180x240.jpg.webp,Accidentally Married a Man Full of Vinegar,AMMFV,一不小心和醋精结婚了,Completed,一枚纽扣,"Romance, Yaoi","Businessmen, Early Romance, Familial Love, Family, Handsome Male Lead, Heartwarming, Jealousy, Marriage, Marriage of Convenience, Older Love Interests, Possessive Characters, Protagonist Falls in Love First, Single Parent, Stoic Characters"
https://www.mtlnovel.com/the-strongest-girlfriend-insists-that-she-is-an-ordinary-person/,https://www.mtlnovel.net/uploads/2022/01/the-strongest-girlfriend-insists-that-she-is-an-ordinary-person-180x240.jpg.webp,The Strongest Girlfriend Insists That She is An Ordinary Person,TSGITSAOP,最强女友非说自己是普通人,Completed,Rabbit beauty,"Fan-Fiction, Romance","Bunguo Stray Dogs, Detective Conan, Female Protagonist, Jujutsu Kaisen, Saiki K., Strong Protagonist"
https://www.mtlnovel.com/what-should-i-do-if-the-system-forces-me-to-copy-books/,https://www.mtlnovel.net/uploads/2022/01/what-should-i-do-if-the-system-forces-me-to-copy-books-180x240.jpg.webp,What Should I Do If the System Forces Me To Copy Books?,WSIDISFMTCB,系统逼我抄书怎么办,Completed,Quail preserved eggs,Urban Life,"Cold Love Interests, Handsome Male Lead, Late Romance, Male Protagonist, Nationalism, System, Writers"
https://www.mtlnovel.com/before-prying-away-the-small-o/,https://www.mtlnovel.net/uploads/2022/01/before-prying-away-the-small-o-180x240.jpg.webp,Before Prying Away the Small O,BPASO,撬走发小的O前,Completed,Tanabata is a big head meow,Yuri,"Action, Doting Love Interests, Late Romance, Military, Omegaverse, Protagonist Falls in Love First, Scientists"
