Link,Cover,Title,Short Title,Chinese Title,Status,Author,Genre,Tags
https://www.mtlnovel.com/i-sign-in-for-a-hundred-million-dollar-mansion-from-the-start/,https://www.mtlnovel.net/uploads/2022/02/sign-in-to-ivan-mansion-180x240.jpg.webp,I Sign-in For A Hundred Million Dollar Mansion From The Start,ISFHMDM,开局签到亿万豪宅,Completed,less,Urban Life,"beautiful heroine, Business Management, Businessmen, Celebrities, Early Romance, Handsome Male Lead, Harem, Male Protagonist, Marriage, Modern Day, Poor to Rich, Showbiz, Slow Romance, Sudden Wealth, System"
https://www.mtlnovel.com/gaining-a-husband-after-a-memory-loss/,https://www.mtlnovel.net/uploads/2022/02/gaining-a-husband-after-a-memory-loss-180x240.jpg.webp,Gaining A Husband After a Memory Loss,GHAML,失忆后认错老公,Completed,Xiao Wen Dan,"Comedy, Romance, Yaoi","Amnesia, Celebrities, Misunderstandings, Modern Day, Naive Protagonist, Popular Love Interests"
https://www.mtlnovel.com/from-cultivator-to-widow/,https://www.mtlnovel.net/uploads/2022/02/from-cultivator-to-widow-180x240.jpg.webp,From Cultivator to Widow,FCTW,从修士到寡妇,Completed,大河东流,"Fantasy, Slice of Life","Business Management, Cultivation, Family, Female Protagonist, Magical Space, Modern Knowledge, Poor to Rich, Reincarnated in Another World, Teachers, Time Travel, Transmigration"
https://www.mtlnovel.com/cultivation-the-ultimate-banshee/,https://www.mtlnovel.net/uploads/2022/02/cultivation-of-the-best-banshee.jpg.webp,Cultivation: The Ultimate Banshee,CUB,修仙之极品女妖,Completed,years,"Drama, Fantasy, Josei, Xianxia","Arrogant Characters, Bullying, Cultivation, Demons, Depictions of Cruelty, Female Protagonist, Handsome Male Lead, Magical Space, R-15, Reincarnation, Revenge, Romantic Subplot, Schemes And Conspiracies, Slow Romance, Transmigration, Weak to Strong"
https://www.mtlnovel.com/when-the-flowers-falls-ill-see-you-again/,https://www.mtlnovel.net/uploads/2022/02/when-the-flowers-falls-i-ll-see-you-againjpeg-180x240..webp,"When The Flowers Falls, I’ll See You Again",WTFFISYA,落花时节又逢君,Completed,Shu Ke,"Drama, Romance, Xianxia","Adapted to Drama, Ancient Times, Cultivation, Demons, Female Protagonist, Gods, Immortals, Past Plays a Big Role, Protagonist Falls in Love First, Reincarnation, Time Travel"
https://www.mtlnovel.com/after-the-stand-in-shou-faked-his-death/,https://www.mtlnovel.net/uploads/2022/02/after-the-stand-in-shou-faked-his-deathjpeg-180x240..webp,After the Stand-in Shou Faked His Death,ASISFHD,替身关系,Completed,咸鱼大西瓜,"Drama, Psychological, Romance, Slice of Life, Yaoi","Acting, Adapted to Manhua, Character Growth, Depression, Entertainment, Hiding True Identity, Modern Day, Orphans, Showbiz, Tragic Past, Wealthy Characters"
https://www.mtlnovel.com/i-cant-be-this-protagonist/,https://www.mtlnovel.net/uploads/2022/02/i-can-t-be-this-protagonist-180x240.jpg.webp,I Can’t Be This Protagonist,ICBTP,这主角我当不了,Completed,Superman With Frozen Feelings,"Adult, Comedy, Drama, Mature, Yaoi","Adopted Protagonist, Calm Protagonist, Charismatic Protagonist, Clever Protagonist, Cold Love Interests, Confident Protagonist, Cunning Protagonist, Doting Love Interests, Enemies Become Lovers, Glasses-wearing Love Interests, Handsome Male Lead, Love Interest Falls in Love First, Modern Day, Older Love Interests, Persistent Love Interests, Possessive Characters, Returning from Another World, Schemes And Conspiracies, Seduction, Shameless Protagonist, Strong Love Interests, System Administrator, Transmigration, Wealthy Characters"
https://www.mtlnovel.com/killing-evolution-from-a-sword/,https://www.mtlnovel.net/uploads/2022/02/killing-evolution-from-a-sword.jpg.webp,Killing Evolution From a Sword,KEFS,从一把剑开始杀戮进化,Completed,Snow clearing in front of the door,Fantasy,"Character Development, Cold Protagonist, Evolution, Fantasy World, Fast Cultivation, Overpowered Protagonist, Reincarnated as an Object, System"
https://www.mtlnovel.com/i-deliver-candy-to-men/,https://www.mtlnovel.net/uploads/2022/02/i-deliver-candy-to-men-quick-wear-180x240.jpg.webp,I Deliver Candy To Men,IDCTMW,我给男配送糖吃(快穿),Completed,five mushrooms,Romance,"Female Protagonist, Quick Transmigration, World Hopping"
https://www.mtlnovel.com/the-whole-country-develops-a-different-world/,https://www.mtlnovel.net/uploads/2022/02/the-whole-country-develops-a-different-world-180x240.jpg.webp,The Whole Country Develops a Different World,TWCDDW,举国开发异世界,Completed,Pork Heart Shrimp,Sci-fi,"Calm Protagonist, Cosmic Wars, Dwarfs, Easy Going Life, Elves, Fan-fiction, Fanfiction, Goblins, Handsome Male Lead, Imperial Harem, Kingdom Building, Loyal Subordinates, Magic, Magical Technology, Nationalism, Necromancer, Nobles, Outer Space, Scientists, Spaceship, Sword And Magic, Technological Gap, Transmigration"
